CV;P1;P2;X;F;T1;fi
0.5;0.876839744812112;0.650831841108068;0.0015904364123877;1;0.214553371322623;0
0.515697629882328;0.900653260783532;0.656033152784987;0;1;0.215096353436199;0
0.531333308391076;0.915667577276318;0.645011731041086;2.25909949398107e-05;0.999757607578382;0.214276120443342;0
0.546845328646431;0.917535400791644;0.650341198175861;0;1;0.214058241756511;0
0.562172471791214;0.900864791573765;0.657511808063221;0.155954276565016;0.999287891076065;0.215985467610958;0
0.577254248593737;0.874447523924221;0.646725718113559;0.341664423038832;1;0.213195483011556;0
0.592031138171169;0.848257290357113;0.647201302377669;0.522379203565625;0.628594528356289;0.213647114459858;0
0.606444822891268;0.834786237061255;0.654004242432323;0.610799131804561;0.377037973708443;0.215601413478551;0
0.620438418525429;0.8329769078286;0.648746899068176;0.611618792055074;0.383488030171779;0.21641925491474;0
0.633956698744749;0.849673140512018;0.642374538709799;0.623110817224576;0.375456706351896;0.215940454511113;0
0.646946313073118;0.876512405472424;0.657570885162111;0.638537155627774;0.364392060363779;0.215128335682395;0
0.659355997437172;0.900192970987933;0.6459285898069;0.648575115254034;0.366811494012267;0.213904035085683;0
0.671136776482172;0.91512535043303;0.643864110123824;0.665353528669131;0.352680028473746;0.214913204083574;0
0.682242156855353;0.916132643154977;0.652761586303725;0.687814410557744;0.308973085323688;0.213683820097694;0
0.692628310693947;0.901179793305194;0.652965472537173;0.702224915145172;0.284200446991283;0.215671827761889;0
0.702254248593737;0.874830775821607;0.6453698641167;0.714383934366351;0.255126666352854;0.216891292858924;0
0.711081981375504;0.849212276007738;0.655382107684648;0.754467081026746;0.192756531598877;0.213723510188815;0
0.719076670010966;0.831511391041554;0.653090572636368;0.757990936330768;0.180924628107618;0.214178626338671;0
0.726206763116505;0.833475884362236;0.643967894442738;0.727615357967836;0.218989630644085;0.215857940679289;0
0.732444121472063;0.846507611874538;0.65244036676582;0.730164055589547;0.215829667730247;0.212939688762135;0
0.737764129073788;0.875773947384779;0.656686055397267;0.735190124085836;0.223718645720673;0.213988086729678;0
0.742145790282158;0.901207411700763;0.64218413123749;0.741165515338579;0.235580499422167;0.216407011195764;0
0.745571812682172;0.91646374849935;0.650262216989362;0.750991840037214;0.231696002781436;0.215654307968379;0
0.748028675328619;0.916164716788553;0.656675154454374;0.75929819756013;0.21713853037623;0.216017711758999;0
0.749506682107068;0.901833054375528;0.64770951248481;0.762988572012556;0.208236266944298;0.212639594627946;0
0.75;0.875547381379305;0.646857419551684;0.791286193207777;0.17003517195044;0.216114440241983;0
0.749506682107068;0.849789835111589;0.656907583764078;0.830399767757507;0.13261327237578;0.21475302843134;0
0.748028675328619;0.834419951803048;0.645024731615079;0.809078403470019;0.141824266464129;0.215491432267405;0
0.745571812682172;0.833410753575264;0.647076474985628;0.776982760694347;0.165696423537542;0.214228851567888;0
0.742145790282158;0.849106238220659;0.657003964073926;0.748731023529169;0.198581239771895;0.214749484019078;0
0.737764129073788;0.875092109619822;0.645010827480171;0.739894624430949;0.220292528145812;0.214470293336551;0
0.732444121472063;0.900579474664575;0.645263590219694;0.74062618285345;0.23664989719652;0.21629010780007;0
0.726206763116505;0.916620188013543;0.654782508407773;0.733794690926764;0.243936310950874;0.212266581797128;0
0.719076670010966;0.916484309283654;0.650297204824715;0.729268757405615;0.256639483396431;0.214400353415065;0
0.711081981375504;0.900024696257661;0.64310632513674;0.734417756864336;0.239930524959212;0.215362999487765;0
0.702254248593737;0.876059145281117;0.65408284015962;0.777108189345841;0.181751938404958;0.216182279393716;0
0.692628310693947;0.848439312769596;0.65005671281608;0.792728121599272;0.159948881013122;0.214356507257311;0
0.682242156855353;0.833271847447693;0.643860782080216;0.771775325202791;0.167565955516803;0.2135484485732;0
0.671136776482172;0.832578472673367;0.651813977074307;0.762624060044234;0.179292921945654;0.216721803929967;0
0.659355997437172;0.847875053039483;0.649606824613382;0.688345748878595;0.263513067557739;0.215061574226623;0
0.646946313073118;0.875573507415755;0.642906054438851;0.654080002028271;0.347022524993438;0.215380328454761;0
0.633956698744749;0.903231271693226;0.650742621548313;0.644693560251866;0.377948144381913;0.21602283777434;0
0.620438418525429;0.917600325463779;0.654616417954705;0.629368999143054;0.416538967697803;0.217282008104353;0
0.606444822891268;0.917960835064099;0.644473883812906;0.618078185294094;0.444512940075041;0.215134994075307;0
0.59203113817117;0.900311217130552;0.65012542548676;0.635234116821877;0.395529487293399;0.214194964499765;0
0.577254248593737;0.874043842320126;0.656408660686231;0.661592592093707;0.325194558243165;0.213137975875794;0
0.562172471791214;0.85297467679883;0.644509333726288;0.654522264607577;0.321229920968908;0.217153324210859;0
0.546845328646431;0.832795671493425;0.649260485265557;0.659118524215019;0.301227178524463;0.215685563376335;0
0.531333308391076;0.835156216974124;0.65832918805603;0.641732172577081;0.319536705585562;0.212724555584297;0
0.515697629882328;0.849762741150811;0.64562804212122;0.549802350500694;0.543939591472643;0.214075357100525;0
0.5;0.87621609574339;0.646937338174701;0.504453968576059;0.724019488102527;0.21578215899322;0
0.484302370117672;0.901132276868071;0.65680221821259;0.486292702537529;0.814537111414218;0.215128808969831;0
0.468666691608924;0.916552764188623;0.64678562559761;0.472328675916345;0.93083618521352;0.216534459065079;0
0.453154671353569;0.914372943234046;0.64815611156305;0.467249529803263;0.945538927136386;0.217251975292206;0
0.437827528208786;0.899094274874961;0.658013003105506;0.479915655206464;0.84395430634473;0.212306561429407;0
0.422745751406263;0.874651204488151;0.646946834488398;0.483571039402323;0.801080455002802;0.216350846452196;0
0.407968861828831;0.848560501636348;0.646862189187441;0.481775730544664;0.770668979149143;0.212910835890769;0
0.393555177108732;0.833256062272214;0.655092779340802;0.500396828852701;0.659552227611087;0.215263631529606;0
0.379561581474571;0.834657355575576;0.653574698738061;0.455809310271732;0.825771249356636;0.214211554605687;0
0.366043301255251;0.850576229358603;0.643717073087118;0.369935512010908;1;0.215372763403358;0
0.353053686926882;0.875225016344562;0.652570242463938;0.349624194680684;0.999527790013253;0.213146918230846;0
0.340644002562828;0.901859315784623;0.653047268686819;0.336635490888328;1;0.21564709216729;0
0.328863223517828;0.916034111430801;0.644247857926213;0.323048516419564;1;0.216398037649258;0
0.317757843144647;0.917767624956102;0.652614936883361;0.329005121808642;1;0.214813959417881;0
0.307371689306053;0.900796148917735;0.654529077462892;0.325812033083421;0.998156892259162;0.21456551947903;0
0.297745751406263;0.874462567819273;0.642889525217108;0.309722598283909;1;0.216958757520528;0
0.288918018624496;0.848397992336684;0.6497722163318;0.334039860272313;0.998922091505591;0.215596787368616;0
0.280923329989034;0.833168056599123;0.657496809747488;0.337807419834498;0.998949400250659;0.215278765988673;0
0.273793236883495;0.834738316875887;0.64596795893264;0.279989934012959;1;0.213768836261534;0
0.267555878527937;0.849471037428925;0.652681039802346;0.258851428338883;0.999842379472132;0.214890849990668;0
0.262235870926212;0.876689418418596;0.657492410033987;0.251658629587378;1;0.212955171687632;0
0.257854209717842;0.899756114553265;0.645002405073815;0.245708280006994;1;0.21483491673186;0
0.254428187317828;0.918182325204296;0.648521162569841;0.243207961859222;1;0.216715602328533;0
0.251971324671381;0.915854229881828;0.657434963591182;0.251968457967988;1;0.213864551624544;0
0.250493317892932;0.898525697659064;0.64677691000523;0.248383068768418;0.999128489804864;0.219412976494882;0
0.25;0.877525622950046;0.64479571460809;0.261150315692944;0.996624480839294;0.214908560014193;0
0.250493317892932;0.848093874089429;0.654870165557416;0.287497533800923;0.998635724484875;0.215412081252692;0
0.251971324671381;0.835338974310528;0.648545050861943;0.271047230420911;0.99980855450066;0.214172379409991;0
0.254428187317828;0.833352631258571;0.64263248544706;0.242018498053548;0.997884946119742;0.215463863436885;0
0.257854209717842;0.848032503111432;0.652737660112136;0.241547565415115;1;0.214446143676487;0
0.262235870926212;0.876423323620309;0.652930969518239;0.245865544489724;1;0.21775012651319;0
0.267555878527937;0.900017224787063;0.642465434003292;0.251836189145323;0.998794407192146;0.216162437663443;0
0.273793236883495;0.919037513584724;0.654062487180796;0.258728767522475;1;0.216454016382787;0
0.280923329989034;0.915589991425357;0.654607497621928;0.264443912643869;1;0.21396967689309;0
0.288918018624496;0.899980166087826;0.642155986251336;0.276414177751878;1;0.215474381404492;0
0.297745751406263;0.874292524446105;0.656079264386222;0.309545452948699;0.999806782181777;0.214102415523065;0
0.307371689306053;0.850071701278063;0.652205643848303;0.325142645454748;1;0.215289848778814;0
0.317757843144647;0.83483310630804;0.6410422420827;0.308979046184271;1;0.21543780566064;0
0.328863223517828;0.834788131719581;0.650171579688323;0.317433157420489;0.998062966101377;0.214516270393725;0
0.340644002562828;0.85177105382015;0.654240816855306;0.322008407156853;1;0.215365583985813;0
0.353053686926882;0.87674269078577;0.645018452109895;0.330095988210276;1;0.213913757159015;0
0.366043301255251;0.898405587820793;0.648635421503918;0.344246481982352;1;0.215068507195169;0
